name;label;question;new_name;comment;new_dtype
P6915s1;¿cual?;38. ¿En caso de enfermedad como cubriría los costos médicos y los medicamentos?;disease_expenses_coverage_other;;str
;;¿cuál? ________________;;;
P6915;¿en caso de enfermedad como cubriría los costos médicos y los medicamentos?;38. ¿En caso de enfermedad como cubriría los costos médicos y los medicamentos?;disease_expenses_coverage;;category
;;a. Es afiliado como cotizante a un régimen contributivo de salud (EPS);;;
;;b. Es afiliado a un régimen subsidiado de salud;;;
;;c. Es beneficiario de un afiliado;;;
;;d. Con ahorros personales;;;
;;e. Con ayudas de los hijos o familiares;;;
;;f. Con otro tipo de seguro o cubrimiento;;;
;;g. Pidiendo dinero prestado;;;
;;h. Vendería su vivienda o bienes del hogar;;;
;;i. Empeñaría bienes del hogar;;;
;;j. No lo ha considerado;;;
;;k. No tiene recursos;;;
;;l. Otro,;;;
P7075;¿cuántas personas en total tiene la empresa o negocio o finca donde trabaja?;53. ¿Cuántas personas en total tiene la empresa, negocio o finca donde ... trabaja?;number_of_employees_2;;category
;;a. Trabaja solo;;;
;;b. 2 a 5 personas;;;
;;c. 6 a 10 personas;;;
;;d. 11 y más personas;;;
P7077;Dónde realiza principalmente su trabajo:;54. Dónde realiza principalmente su trabajo:;main_workplace_2;;category
;;a. En su vivienda;;;
;;b. En otras viviendas;;;
;;c. En kiosko - caseta;;;
;;d. En un vehículo;;;
;;e. De puerta en puerta;;;
;;f. Sitio al descubierto en la calle;;;
;;g. Local fijo, oficina, fábrica, etc.;;;
;;h. En el campo o área rural;;;
P390;¿en qué departamento realiza … principalmente este trabajo?;P49A.¿En qué departamento realiza … principalmente este trabajo?;works_mainly_in_department_2;;category
;;5 - Antioquia;;;
;;8 - Atlántico;;;
;;11 - Bogotá;;;
;;13 - Bolívar;;;
;;15 - Boyacá;;;
;;17 - Caldas;;;
;;18 - Caquetá;;;
;;19 - Cauca;;;
;;20 - Cesar;;;
;;23 - Córdoba;;;
;;25 - Cundinamarca;;;
;;27 - Chocó;;;
;;41 - Huila;;;
;;44 - Guajira;;;
;;47 - Magdalena;;;
;;50 - Meta;;;
;;52 - Nariño;;;
;;54 - Norte de Santander;;;
;;63 - Quindío;;;
;;66 - Risaralda;;;
;;68 - Santander;;;
;;70 - Sucre;;;
;;73 - Tolima;;;
;;76 - Valle del Cauca;;;
;;81 - Arauca;;;
;;85 - Casanare;;;
;;86 - Putumayo;;;
;;88 - San Andrés;;;
;;99 - Vichada;;;
P7090;Además de la horas que trabaja actualmente ¿... Quiere trabajar más horas?;55. Además de las horas que trabaja actualmente ¿...... quiere trabajar más horas?;willing_to_work_more;;category
;;1 Sí;;;
;;2 No;;;
P7100;¿cuántas horas adicionales puede trabajar ... A la semana?;56. ¿Cuántas horas adicionales puede trabajar....... a la semana?;possible_additional_working_hours_per_week;;float
P7110;Durante las ultimas 4 semanas, ¿... Hizo diligencias para trabajar más horas?;57. Durante las ÚLTIMAS 4 SEMANAS, ¿ ...... hizo diligencias para trabajar más horas?;handled_petition_to_work_more_last_4_weeks;;category
;;1 Sí;;;
;;2 No;;;
P7120;Si la semana pasada le hubiera resultado la posibilidad de trabajar más horas ¿estaba ... Disponible para hacerlo?;58. Si la semana pasada le hubiera resultado la posibilidad de trabajar más horas ¿ estaba...... disponible para hacerlo?;was_available_to_work_more_last_week;;category
;;1 Sí;;;
;;2 No;;;
P7130;¿... Desea cambiar el trabajo que tiene actualmente?;59. ¿......desea cambiar el trabajo que tiene actualmente?;willing_to_change_job;;category
;;1 Sí;;;
;;2 No;;;
P7140;Por cual o cuales de los siguientes motivos ... Desea cambiar de trabajo o empleo:;60. ¿Por que motivos ....... desea cambiar de trabajo o empleo:;willing_to_change_job_reason;1 or nan;float
P7140s1;Para mejorar la utilización de sus capacidades o formación?;60. ¿Por que motivos ....... desea cambiar de trabajo o empleo:;willing_to_change_jon_reason_better_use_of_capacities;;category
;;a. Para mejorar la utilización de sus capacidades o formación?;;;
;;1 Sí;;;
;;2 No;;;
P7140s2;Desea mejorar sus ingresos?;60. ¿Por que motivos ....... desea cambiar de trabajo o empleo:;willing_to_change_job_reason_higher_income;;category
;;b. Desea mejorar sus ingresos?;;;
;;1 Sí;;;
;;2 No;;;
P7140s3;Desea trabajar menos horas?;60. ¿Por que motivos ....... desea cambiar de trabajo o empleo:;willing_to_change_job_reason_work_less;;category
;;c. Desea trabajar menos horas?;;;
;;1 Sí;;;
;;2 No;;;
P7140s4;Porque el trabajo actual es temporal?;60. ¿Por que motivos ....... desea cambiar de trabajo o empleo:;willing_to_change_job_reason_current_job_is_temporal;;category
;;d. Porque el trabajo actual es temporal?;;;
;;1 Sí;;;
;;2 No;;;
P7140s5;Problemas en el trabajo?;60. ¿Por que motivos ....... desea cambiar de trabajo o empleo:;willing_to_change_job_reason_problems_at_work;;category
;;e. Problemas en el trabajo?;;;
;;1 Sí;;;
;;2 No;;;
P7140s6;No le gusta su trabajo actual?;60. ¿Por que motivos ....... desea cambiar de trabajo o empleo:;willing_to_change_job_reason_dislikes_current_job;;category
;;f. No le gusta su trabajo actual?;;;
;;1 Sí;;;
;;2 No;;;
P7140s7;Su trabajo actual exige mucho esfuerzo físico o mental?;60. ¿Por que motivos ....... desea cambiar de trabajo o empleo:;willing_to_change_job_reason_mental_phisical_effort_demanded;;category
;;g. Su trabajo actual exige mucho esfuerzo físico o mental?;;;
;;1 Sí;;;
;;2 No;;;
P7140s8;Problemas ambientales (aire, olores, frío, ruidos, temperatura, etc.);60. ¿Por que motivos ....... desea cambiar de trabajo o empleo:;willing_to_change_job_reason_environmental_problems;;category
;;h. Problemas ambientales (aire, olores, ruidos, temperatura, etc)?;;;
;;1 Sí;;;
;;2 No;;;
P7140s9;Otro?;60. ¿Por que motivos ....... desea cambiar de trabajo o empleo:;willing_to_change_job_reason_other;;category
;;i. Otro?;;;
;;1 Sí;;;
;;2 No;;;
P7140s9a1;¿cuál?;60. ¿Por que motivos ....... desea cambiar de trabajo o empleo:;willing_to_change_job_reason_other_what;;str
;;¿cuál?_____________;;;
P7150;Durante las ultimas 4 semanas, ¿... Hizo diligencias para cambiar de trabajo?;61. Durante las ÚLTIMAS 4 SEMANAS, ¿...... hizo diligencias para cambiar de trabajo?;handled_petition_to_change_job_last_4_weeks;;category
;;1 Sí;;;
;;2 No;;;
P7160;Si le resultara un nuevo trabajo o empleo a ... ¿podría empezar a desempeñarlo antes de un mes?;62. Si le resultara un nuevo trabajo o empleo a...¿podría empezar a desempeñarlo antes de un mes?;can_start_working_in_less_than_1_month;;category
;;1 Sí;;;
;;2 No;;;
;;9 No sabe, no informa;;;
P7170s1;Con su trabajo actual?;63A. ¿Está .....satisfecho con su trabajo actual?;satisfied_w_current_job;;category
;;1.Si;;;
;;2.No;;;
P7170s5;Con los beneficios y prestaciones que recibe?;63B. ¿Está ..... satisfecho con los beneficios y prestaciones que recibe?;satisfied_w_social_security_benefits;;category
;;1.Si;;;
;;2.No;;;
P7170s6;Con su jornada laboral actual?;63C. ¿Está ..... satisfecho con su jornada laboral actual?;satisfied_w_current_working_hours;;category
;;1 Si;;;
;;2 No;;;
P7180;¿está afiliado o hace parte de una asociación gremial o sindical?;64. ¿Está afiliado o hace parte de una asociación gremial o sindical?;joined_any_trade_union;;category
;;1 Sí;;;
;;2 No;;;
P7240;En caso de no tener trabajo, de donde obtendría principalmente los recursos para sus gastos y/o los de su hogar:;67. ¿En caso de no tener trabajo, de donde obtendría principalmente los recursos para sus gastos y/o los de su hogar:;maintenance_costs_financing_without_job;;category
;;a. Cesantías?;;;
;;b. Ahorros personales?;;;
;;c. Ayudas de hijos o familiares?;;;
;;d. Indemnización o similar?;;;
;;e. No lo ha considerado?;;;
;;f. Vendería su vivienda o bienes del hogar?;;;
;;g. Empeñaría bienes del hogar?;;;
;;h. No tendría recursos?;;;
;;i. Solicitaría dinero prestado?;;;
;;j. Otros,;;;
P7240s1;Otros, ¿cuales?;67. ¿En caso de no tener trabajo, de donde obtendría principalmente los recursos para sus gastos y/o los de su hogar:;maintenance_costs_financing_without_job_other;;str
;;¿cuales? ____________;;;
P514;¿considera que es su empleo o trabajo actual es estable?;P65.¿Considera que es su empleo o trabajo actual es estable?;stable_job;;category
;;1 Si;;;
;;2 No;;;
P515;¿su horario de trabajo y sus responsabilidades familiares son compatibles?;P66.¿Su horario de trabajo y sus responsabilidades familiares son compatibles?;compatible_working_schedule_and_family_responsibilities;;category
;;1. Si;;;
;;2. No;;;
Oficio;¿qué hace ... En este trabajo?;1. ¿Qué hace……en este trabajo?;role_at_work;cno;str
;;Código ________;;;
Rama2d;¿a qué actividad se dedica principalmente la empresa o negocio en la que ... Realiza su trabajo?;3. ¿A qué actividad se dedica principalmente la empresa o negocio en la que…… realiza su trabajo?;economic_sector_1;;str
Oci;Población ocupada;Población Ocupada;ocupados;all 1;float
P6430;En este trabajo ... Es:;12. En este trabajo…..es:;work_position;;category
;;a. Obrero o empleado de empresa particular;;;
;;b. Obrero o empleado del gobierno;;;
;;c. Empleado doméstico;;;
;;d. Trabajador por cuenta propia;;;
;;e. Patrón o empleador;;;
;;f. Trabajador familiar sin remuneración;;;
;;g. Trabajador sin remuneración en empresas o negocios de otros hogares;;;
;;h. Jornalero o peón;;;
;;i. Otro,;;;
Rama4d;Rama de actividad;Rama de la actividad según la CIIU revisión 3 adaptada para Colombia;economic_sector_2;;str
Rama4dp8;Rama de actividad;Rama de la actividad según la CIIU revisión 3 adaptada para Colombia;economic_sector_3;;str
Rama2dp8;Rama de actividad;Rama de la actividad según la CIIU revisión 3 adaptada para Colombia;economic_sector_4;;str
Inglabo;Ingresos laborales;Ingresos Laborales;monthly_work_income;;float
Mes;Mes;Mes;month;;float
Dpto;Departamento;Departamento;department;;category
Fex_c_2011;Factor de expansión;;factor_de_espansion;;float
